"customerid","recency_days","frequency","monetary","r_score","f_score","m_score","customer_segment"
"16856",14,"1","35.40",5,2,1,"New Customers"
"16858",368,"4","1430.15",1,4,4,"At Risk"
"16859",144,"2","747.81",2,2,3,"Lost Customers"
"16861",59,"3","417.95",3,3,2,"Loyal Customers"
"16862",701,"1","165.60",1,1,1,"Lost Customers"
"16863",31,"2","502.80",4,3,2,"Loyal Customers"
"16866",140,"3","207.74",2,3,1,"At Risk"
"16867",689,"1","76.74",1,1,1,"Lost Customers"
"16869",22,"4","817.12",4,4,3,"Loyal Customers"
"16871",22,"6","2812.34",4,5,5,"Champions"
"16872",77,"3","680.02",3,3,3,"Loyal Customers"
"16873",4,"6","7123.62",5,5,5,"Champions"
"16874",379,"1","209.89",1,1,1,"Lost Customers"
"16875",67,"6","2740.11",3,5,5,"Loyal Customers"
"16877",12,"6","846.62",5,5,3,"Loyal Customers"
"16878",84,"1","13.30",3,1,1,"Promising"
"16880",30,"7","1491.43",4,5,4,"Champions"
"16881",66,"1","432.00",3,1,2,"Promising"
"16882",66,"3","705.12",3,3,3,"Loyal Customers"
"16883",187,"3","381.43",2,3,2,"At Risk"
"16884",37,"2","429.84",4,3,2,"Loyal Customers"
"16885",15,"4","684.60",5,4,3,"Loyal Customers"
"16887",35,"2","412.15",4,3,2,"Loyal Customers"
"16888",701,"1","200.09",1,1,1,"Lost Customers"
"16889",194,"3","1578.67",2,4,4,"At Risk"
"16891",1,"7","1165.17",5,5,4,"Champions"
"16892",1,"6","615.74",5,4,3,"Loyal Customers"
"16893",366,"2","249.89",1,2,1,"Lost Customers"
"16895",64,"1","202.27",3,1,1,"Promising"
"16897",299,"2","289.78",1,2,2,"Lost Customers"
"16898",26,"3","501.03",4,3,2,"Loyal Customers"
"16899",7,"7","1430.11",5,5,4,"Champions"
"16900",16,"3","887.11",4,3,3,"Loyal Customers"
"16901",729,"1","204.26",1,1,1,"Lost Customers"
"16902",116,"1","1706.88",2,1,4,"Lost Customers"
"16903",29,"2","610.19",4,3,3,"Loyal Customers"
"16904",4,"19","4276.96",5,5,5,"Champions"
"16905",5,"10","3656.75",5,5,5,"Champions"
"16906",81,"4","559.59",3,4,3,"Loyal Customers"
"16907",29,"6","1091.94",4,5,4,"Champions"
"16908",722,"1","252.59",1,2,2,"Lost Customers"
"16909",72,"1","379.14",3,2,2,"Promising"
"16910",4,"8","1508.96",5,5,4,"Champions"
"16912",28,"12","2939.38",4,5,5,"Champions"
"16913",290,"1","113.44",1,1,1,"Lost Customers"
"16914",36,"1","183.76",4,1,1,"New Customers"
"16915",9,"7","792.38",5,5,3,"Loyal Customers"
"16916",23,"2","562.41",4,3,3,"Loyal Customers"
"16917",276,"1","391.52",1,2,2,"Lost Customers"
"16918",49,"7","1290.51",3,5,4,"Loyal Customers"
"16919",156,"12","2744.40",2,5,5,"At Risk"
"16921",61,"1","154.18",3,1,1,"Promising"
"16923",12,"21","8504.34",5,5,5,"Champions"
"16924",21,"3","829.89",4,3,3,"Loyal Customers"
"16926",371,"1","230.25",1,1,1,"Lost Customers"
"16927",115,"3","543.05",2,3,3,"At Risk"
"16928",80,"19","2926.90",3,5,5,"Loyal Customers"
"16929",3,"7","1295.39",5,5,4,"Champions"
"16930",26,"3","378.89",4,3,2,"Loyal Customers"
"16931",5,"22","4815.27",5,5,5,"Champions"
"16932",53,"1","150.23",3,2,1,"Promising"
"16933",1,"5","1492.37",5,4,4,"Champions"
"16934",54,"3","1309.53",3,4,4,"Loyal Customers"
"16935",381,"2","266.85",1,2,2,"Lost Customers"
"16936",25,"2","548.29",4,3,3,"Loyal Customers"
"16938",8,"5","3168.18",5,4,5,"Champions"
"16940",52,"4","3706.73",3,4,5,"Loyal Customers"
"16942",12,"9","1904.99",5,5,4,"Champions"
"16943",211,"3","816.73",2,3,3,"At Risk"
"16945",21,"21","4955.51",4,5,5,"Champions"
"16946",383,"1","186.10",1,1,1,"Lost Customers"
"16947",235,"1","406.48",2,1,2,"Lost Customers"
"16948",138,"3","435.02",2,3,2,"At Risk"
"16949",3,"6","1286.27",5,4,4,"Champions"
"16950",56,"4","1386.27",3,4,4,"Loyal Customers"
"16951",134,"3","1277.75",2,4,4,"At Risk"
"16952",109,"3","416.70",2,3,2,"At Risk"
"16953",30,"1","20.80",4,1,1,"New Customers"
"16954",0,"11","2762.26",5,5,5,"Champions"
"16955",184,"4","518.67",2,4,3,"At Risk"
"16956",17,"1","308.74",4,2,2,"New Customers"
"16957",239,"2","416.64",2,3,2,"At Risk"
"16959",87,"1","117.35",3,2,1,"Promising"
"16960",38,"4","808.16",4,4,3,"Loyal Customers"
"16961",116,"2","632.51",2,3,3,"At Risk"
"16963",187,"1","110.55",2,1,1,"Lost Customers"
"16964",733,"2","207.85",1,2,1,"Lost Customers"
"16965",226,"1","201.19",2,1,1,"Lost Customers"
"16966",8,"7","2154.97",5,5,4,"Champions"
"16967",189,"1","319.02",2,2,2,"Lost Customers"
"16968",4,"2","439.43",5,3,2,"Loyal Customers"
"16969",39,"3","650.41",4,3,3,"Loyal Customers"
"16971",38,"1","357.21",4,2,2,"New Customers"
"16972",382,"1","472.05",1,1,2,"Lost Customers"
"16973",386,"1","127.00",1,2,1,"Lost Customers"
"16976",267,"1","251.52",1,1,1,"Lost Customers"
"16978",77,"1","344.33",3,2,2,"Promising"
"16979",3,"7","2199.55",5,5,5,"Champions"
"16980",255,"2","1028.46",1,2,4,"Lost Customers"
"16982",60,"1","384.06",3,2,2,"Promising"
"16983",12,"9","3004.05",5,5,5,"Champions"
"16984",88,"2","4459.52",3,2,5,"Promising"
"16985",17,"14","7781.46",4,5,5,"Champions"
"16986",29,"2","1873.20",4,3,4,"Loyal Customers"
"16987",3,"10","2166.21",5,5,4,"Champions"
"16988",5,"2","382.67",5,3,2,"Loyal Customers"
"16989",7,"6","1133.25",5,4,4,"Champions"
"16990",218,"1","179.00",2,1,1,"Lost Customers"
"16992",10,"6","1715.11",5,4,4,"Champions"
"16996",30,"7","1621.92",4,5,4,"Champions"
"16997",288,"3","702.00",1,3,3,"At Risk"
"16998",149,"4","295.00",2,4,2,"At Risk"
"16999",23,"2","484.82",4,3,2,"Loyal Customers"
"17001",0,"13","4763.23",5,5,5,"Champions"
"17002",85,"3","1493.73",3,4,4,"Loyal Customers"
"17004",46,"3","1754.73",3,4,4,"Loyal Customers"
"17006",4,"5","1196.26",5,4,4,"Champions"
"17007",50,"6","889.93",3,5,3,"Loyal Customers"
"17010",18,"1","195.36",4,1,1,"New Customers"
"17011",30,"1","270.90",4,2,2,"New Customers"
"17012",725,"1","360.61",1,2,2,"Lost Customers"
"17014",8,"3","583.43",5,3,3,"Loyal Customers"
"17015",28,"3","1838.61",4,4,4,"Champions"
"17017",2,"23","10015.03",5,5,5,"Champions"
"17018",40,"5","2033.70",3,4,4,"Loyal Customers"
"17019",11,"7","2254.66",5,5,5,"Champions"
"17022",31,"1","71.00",4,1,1,"New Customers"
"17023",697,"1","142.35",1,2,1,"Lost Customers"
"17024",45,"3","95.85",3,3,1,"Loyal Customers"
"17025",60,"3","357.77",3,3,2,"Loyal Customers"
"17026",185,"2","154.83",2,2,1,"Lost Customers"
"17027",78,"7","1017.41",3,5,4,"Loyal Customers"
"17028",721,"1","307.91",1,2,2,"Lost Customers"
"17029",110,"3","881.00",2,3,3,"At Risk"
"17030",63,"1","146.87",3,2,1,"Promising"
"17031",11,"3","633.85",5,3,3,"Loyal Customers"
"17032",694,"2","1682.42",1,3,4,"At Risk"
"17033",86,"3","1030.14",3,3,4,"Loyal Customers"
"17034",16,"3","745.52",4,3,3,"Loyal Customers"
"17035",245,"3","488.13",2,3,2,"At Risk"
"17036",383,"1","176.90",1,1,1,"Lost Customers"
"17037",87,"1","1267.32",3,1,4,"Promising"
"17038",30,"1","112.40",4,1,1,"New Customers"
"17040",137,"1","449.73",2,1,2,"Lost Customers"
"17041",26,"3","1071.49",4,3,4,"Loyal Customers"
"17042",2,"5","1036.58",5,4,4,"Champions"
"17043",32,"6","2278.77",4,4,5,"Champions"
"17044",25,"5","5100.76",4,4,5,"Champions"
"17045",113,"4","467.04",2,4,2,"At Risk"
"17046",157,"1","642.02",2,1,3,"Lost Customers"
"17047",85,"4","1423.55",3,4,4,"Loyal Customers"
"17048",117,"4","1138.88",2,4,4,"At Risk"
"17049",2,"10","5999.83",5,5,5,"Champions"
"17050",96,"7","3486.04",2,5,5,"At Risk"
"17051",194,"1","240.89",2,1,1,"Lost Customers"
"17052",28,"1","399.09",4,2,2,"New Customers"
"17053",130,"1","498.48",2,1,2,"Lost Customers"
"17054",28,"5","1356.33",4,4,4,"Champions"
"17056",738,"1","128.60",1,2,1,"Lost Customers"
"17058",81,"3","1179.89",3,4,4,"Loyal Customers"
"17059",29,"5","3080.39",4,4,5,"Champions"
"17060",266,"1","234.24",1,1,1,"Lost Customers"
"17061",73,"11","5232.23",3,5,5,"Loyal Customers"
"17062",313,"4","533.33",1,4,3,"At Risk"
"17063",21,"8","1739.75",4,5,4,"Champions"
"17064",58,"3","855.45",3,3,3,"Loyal Customers"
"17066",726,"1","228.34",1,1,1,"Lost Customers"
"17067",724,"3","454.54",1,3,2,"At Risk"
"17068",12,"22","4842.16",5,5,5,"Champions"
"17069",28,"12","3886.25",4,5,5,"Champions"
"17070",114,"1","304.24",2,2,2,"Lost Customers"
"17071",28,"10","2976.93",4,5,5,"Champions"
"17073",17,"4","1446.09",4,4,4,"Champions"
"17075",17,"5","1021.82",4,4,4,"Champions"
"17076",36,"5","1118.68",4,4,4,"Champions"
"17078",36,"2","378.20",4,3,2,"Loyal Customers"
"17079",78,"1","118.80",3,2,1,"Promising"
"17080",22,"4","589.88",4,4,3,"Loyal Customers"
"17081",25,"2","288.91",4,2,2,"New Customers"
"17082",33,"4","2912.05",4,4,5,"Champions"
"17083",109,"3","1405.78",2,4,4,"At Risk"
"17084",35,"2","2747.99",4,3,5,"Loyal Customers"
"17085",123,"10","3252.21",2,5,5,"At Risk"
"17086",7,"6","2050.08",5,4,4,"Champions"
"17087",737,"1","221.53",1,1,1,"Lost Customers"
"17088",28,"4","1991.01",4,4,4,"Champions"
"17089",386,"1","128.45",1,2,1,"Lost Customers"
"17090",4,"9","2267.90",5,5,5,"Champions"
"17091",2,"10","4104.26",5,5,5,"Champions"
"17092",50,"4","1774.03",3,4,4,"Loyal Customers"
"17094",322,"1","302.00",1,2,2,"Lost Customers"
"17095",22,"4","1626.06",4,4,4,"Champions"
"17096",15,"5","1328.98",5,4,4,"Champions"
"17097",2,"8","954.42",5,5,3,"Loyal Customers"
"17098",381,"1","147.90",1,2,1,"Lost Customers"
"17100",18,"2","971.74",4,2,3,"New Customers"
"17101",10,"4","1621.73",5,4,4,"Champions"
"17102",261,"1","25.50",1,1,1,"Lost Customers"
"17103",722,"1","424.30",1,1,2,"Lost Customers"
"17105",159,"2","665.78",2,3,3,"At Risk"
"17106",389,"1","481.58",1,1,2,"Lost Customers"
"17107",33,"6","10797.48",4,4,5,"Champions"
"17109",29,"6","881.29",4,5,3,"Loyal Customers"
"17110",165,"1","163.30",2,1,1,"Lost Customers"
"17111",47,"1","231.61",3,1,1,"Promising"
"17113",697,"2","515.62",1,3,3,"At Risk"
"17114",5,"8","801.12",5,5,3,"Loyal Customers"
"17115",8,"4","1271.65",5,4,4,"Champions"
"17117",288,"1","116.20",1,2,1,"Lost Customers"
"17118",317,"1","157.02",1,1,1,"Lost Customers"
"17119",3,"2","606.91",5,3,3,"Loyal Customers"
"17120",233,"1","307.46",2,2,2,"Lost Customers"
"17122",119,"2","226.24",2,2,1,"Lost Customers"
"17123",161,"1","345.30",2,2,2,"Lost Customers"
"17124",185,"1","294.24",2,2,2,"Lost Customers"
"17125",50,"1","230.50",3,1,1,"Promising"
"17126",152,"6","1099.12",2,4,4,"At Risk"
"17127",735,"1","137.95",1,2,1,"Lost Customers"
"17128",334,"1","157.09",1,1,1,"Lost Customers"
"17131",5,"5","2463.17",5,4,5,"Champions"
"17133",15,"7","4892.24",5,5,5,"Champions"
"17134",106,"2","413.20",2,3,2,"At Risk"
"17135",16,"7","1139.73",4,5,4,"Champions"
"17138",275,"2","525.40",1,3,3,"At Risk"
"17139",15,"15","12434.92",5,5,5,"Champions"
"17140",247,"1","454.12",2,1,2,"Lost Customers"
"17142",239,"1","579.00",2,1,3,"Lost Customers"
"17144",1,"2","984.57",5,2,4,"New Customers"
"17146",105,"3","749.78",2,3,3,"At Risk"
"17147",22,"5","1964.19",4,4,4,"Champions"
"17148",51,"1","124.88",3,2,1,"Promising"
"17150",376,"3","530.65",1,3,3,"At Risk"
"17151",735,"1","231.90",1,1,1,"Lost Customers"
"17152",194,"3","1689.50",2,4,4,"At Risk"
"17153",24,"1","213.78",4,1,1,"New Customers"
"17154",75,"1","329.34",3,2,2,"Promising"
"17155",17,"4","524.06",4,4,3,"Loyal Customers"
"17157",7,"7","1980.04",5,5,4,"Champions"
"17158",32,"3","1266.97",4,4,4,"Champions"
"17159",21,"3","1538.88",4,4,4,"Champions"
"17160",31,"8","5459.29",4,5,5,"Champions"
"17162",28,"10","1715.46",4,5,4,"Champions"
"17163",21,"2","293.10",4,2,2,"New Customers"
"17164",32,"7","2467.35",4,5,5,"Champions"
"17165",284,"4","1288.03",1,4,4,"At Risk"
"17166",38,"2","206.34",4,2,1,"New Customers"
"17167",379,"1","300.37",1,2,2,"Lost Customers"
"17169",57,"2","835.78",3,2,3,"Promising"
"17170",374,"2","178.68",1,2,1,"Lost Customers"
"17171",289,"1","224.91",1,1,1,"Lost Customers"
"17172",78,"2","654.58",3,3,3,"Loyal Customers"
"17173",5,"8","3766.60",5,5,5,"Champions"
"17174",217,"1","59.90",2,2,1,"Lost Customers"
"17175",44,"4","1443.69",3,4,4,"Loyal Customers"
"17176",201,"1","306.13",2,2,2,"Lost Customers"
"17178",731,"1","432.96",1,1,2,"Lost Customers"
"17179",178,"4","972.10",2,4,3,"At Risk"
"17180",56,"4","783.97",3,4,3,"Loyal Customers"
"17181",57,"2","239.92",3,2,1,"Promising"
"17182",718,"1","178.50",1,1,1,"Lost Customers"
"17183",7,"6","3347.31",5,5,5,"Champions"
"17184",730,"1","50.55",1,2,1,"Lost Customers"
"17186",46,"2","144.00",3,2,1,"Promising"
"17187",226,"1","203.95",2,1,1,"Lost Customers"
"17188",11,"9","3186.74",5,5,5,"Champions"
"17189",106,"4","826.32",2,4,3,"At Risk"
"17190",58,"2","444.74",3,3,2,"Loyal Customers"
"17191",28,"8","2355.42",4,5,5,"Champions"
"17193",35,"9","2310.04",4,5,5,"Champions"
"17194",273,"2","262.62",1,2,2,"Lost Customers"
"17197",29,"1","1013.01",4,1,4,"New Customers"
"17198",23,"3","692.22",4,3,3,"Loyal Customers"
"17200",387,"2","191.65",1,2,1,"Lost Customers"
"17201",53,"1","289.78",3,2,2,"Promising"
"17203",35,"10","5564.09",4,5,5,"Champions"
"17204",175,"6","2686.70",2,5,5,"At Risk"
"17205",53,"1","384.08",3,2,2,"Promising"
"17206",53,"1","204.24",3,1,1,"Promising"
"17209",728,"2","373.20",1,3,2,"At Risk"
"17210",392,"1","251.72",1,1,1,"Lost Customers"
"17211",26,"10","3046.77",4,5,5,"Champions"
"17212",253,"1","226.85",1,1,1,"Lost Customers"
"17213",40,"10","3835.71",3,5,5,"Loyal Customers"
"17214",60,"6","1059.12",3,5,4,"Loyal Customers"
"17217",234,"1","113.50",2,2,1,"Lost Customers"
"17218",4,"11","2285.77",5,5,5,"Champions"
"17219",31,"1","114.23",4,1,1,"New Customers"
"17220",24,"16","3532.65",4,5,5,"Champions"
"17221",7,"2","334.48",5,3,2,"Loyal Customers"
"17222",65,"2","522.90",3,3,3,"Loyal Customers"
"17223",310,"3","558.04",1,3,3,"At Risk"
"17226",308,"1","393.49",1,2,2,"Lost Customers"
"17227",18,"8","1384.37",4,5,4,"Champions"
"17228",15,"8","1906.09",5,5,4,"Champions"
"17229",96,"2","318.76",2,3,2,"At Risk"
"17230",264,"11","6642.90",1,5,5,"At Risk"
"17231",12,"15","4287.98",5,5,5,"Champions"
"17232",2,"2","417.77",5,3,2,"Loyal Customers"
"17233",35,"2","370.24",4,3,2,"Loyal Customers"
"17234",182,"1","149.89",2,2,1,"Lost Customers"
"17235",25,"3","673.26",4,3,3,"Loyal Customers"
"17236",12,"6","916.13",5,5,3,"Loyal Customers"
"17237",11,"4","994.13",5,4,4,"Champions"
"17238",2,"22","4664.13",5,5,5,"Champions"
"17239",312,"2","697.50",1,3,3,"At Risk"
"17241",385,"1","163.60",1,1,1,"Lost Customers"
"17242",108,"2","1135.04",2,2,4,"Lost Customers"
"17243",1,"39","13868.80",5,5,5,"Champions"
"17244",53,"5","1826.04",3,4,4,"Loyal Customers"
"17245",204,"2","371.63",2,3,2,"At Risk"
"17246",738,"1","23.48",1,1,1,"Lost Customers"
"17247",15,"1","280.09",5,2,2,"New Customers"
"17248",120,"1","318.65",2,2,2,"Lost Customers"
"17250",3,"2","381.97",5,3,2,"Loyal Customers"
"17251",362,"3","798.98",1,3,3,"At Risk"
"17252",116,"2","348.91",2,3,2,"At Risk"
"17253",18,"1","178.26",4,1,1,"New Customers"
"17254",4,"2","271.19",5,2,2,"New Customers"
"17255",40,"3","411.05",3,3,2,"Loyal Customers"
"17256",107,"2","240.00",2,2,1,"Lost Customers"
"17259",148,"2","581.23",2,3,3,"At Risk"
"17262",52,"6","1422.86",3,4,4,"Loyal Customers"
"17263",208,"1","63.44",2,2,1,"Lost Customers"
"17265",138,"2","550.01",2,3,3,"At Risk"
"17266",2,"3","296.58",5,3,2,"Loyal Customers"
"17267",127,"2","317.20",2,3,2,"At Risk"
"17268",107,"5","919.34",2,4,3,"At Risk"
"17269",385,"1","491.81",1,1,2,"Lost Customers"
"17270",732,"1","389.62",1,2,2,"Lost Customers"
"17271",736,"1","204.30",1,1,1,"Lost Customers"
"17272",42,"4","2148.63",3,4,4,"Loyal Customers"
"17274",35,"1","107.82",4,1,1,"New Customers"
"17275",383,"1","114.10",1,2,1,"Lost Customers"
"17277",227,"2","1065.35",2,2,4,"Lost Customers"
"17278",241,"1","246.04",2,1,1,"Lost Customers"
"17279",57,"1","187.83",3,1,1,"Promising"
"17281",374,"1","70.80",1,1,1,"Lost Customers"
"17282",130,"3","1685.46",2,4,4,"At Risk"
"17283",378,"1","188.46",1,1,1,"Lost Customers"
"17284",60,"7","2558.60",3,5,5,"Loyal Customers"
"17286",21,"1","151.37",4,2,1,"New Customers"
"17287",26,"12","2074.22",4,5,4,"Champions"
"17288",9,"10","2227.83",5,5,5,"Champions"
"17289",31,"4","1147.16",4,4,4,"Champions"
"17290",3,"4","961.77",5,4,3,"Loyal Customers"
"17291",308,"1","550.80",1,1,3,"Lost Customers"
"17293",8,"11","2259.10",5,5,5,"Champions"
"17295",28,"3","547.00",4,3,3,"Loyal Customers"
"17296",730,"1","338.13",1,2,2,"Lost Customers"
"17297",17,"1","128.18",4,2,1,"New Customers"
"17298",101,"3","613.92",2,3,3,"At Risk"
"17299",11,"4","656.61",5,4,3,"Loyal Customers"
"17300",390,"1","237.84",1,1,1,"Lost Customers"
"17301",21,"1","163.24",4,1,1,"New Customers"
"17302",14,"5","1135.63",5,4,4,"Champions"
"17303",361,"1","250.04",1,1,1,"Lost Customers"
"17306",10,"19","8631.31",5,5,5,"Champions"
"17307",688,"2","381.60",1,3,2,"At Risk"
"17309",95,"2","110.50",2,3,1,"At Risk"
"17310",387,"1","260.10",1,2,2,"Lost Customers"
"17311",78,"3","1689.85",3,4,4,"Loyal Customers"
"17312",138,"3","644.30",2,3,3,"At Risk"
"17313",31,"1","2328.84",4,2,5,"New Customers"
"17314",24,"9","2682.12",4,5,5,"Champions"
"17315",1,"41","8487.15",5,5,5,"Champions"
"17317",46,"3","2600.34",3,4,5,"Loyal Customers"
"17318",725,"1","157.33",1,1,1,"Lost Customers"
"17320",100,"3","1200.62",2,4,4,"At Risk"
"17321",8,"2","657.16",5,3,3,"Loyal Customers"
"17322",376,"3","446.60",1,3,2,"At Risk"
"17323",15,"8","1054.12",5,5,4,"Champions"
"17324",17,"5","1087.52",4,4,4,"Champions"
"17325",280,"1","96.80",1,1,1,"Lost Customers"
"17329",14,"5","998.53",5,4,4,"Champions"
"17330",22,"2","363.90",4,3,2,"Loyal Customers"
"17331",123,"1","175.20",2,1,1,"Lost Customers"
"17333",85,"1","494.25",3,1,2,"Promising"
"17334",302,"2","307.02",1,3,2,"At Risk"
"17335",383,"1","353.23",1,2,2,"Lost Customers"
"17337",151,"4","1981.06",2,4,4,"At Risk"
"17338",17,"9","7591.64",4,5,5,"Champions"
"17339",94,"2","243.36",2,2,1,"Lost Customers"
"17340",29,"11","12353.29",4,5,5,"Champions"
"17341",156,"3","682.29",2,3,3,"At Risk"
"17342",379,"1","300.40",1,2,2,"Lost Customers"
"17343",355,"4","854.72",1,4,3,"At Risk"
"17344",46,"2","457.36",3,3,2,"Loyal Customers"
"17345",15,"6","1147.94",4,4,4,"Champions"
"17346",3,"17","2946.20",5,5,5,"Champions"
"17347",86,"1","228.96",3,1,1,"Promising"
"17348",14,"5","1156.60",5,4,4,"Champions"
"17349",179,"3","514.51",2,3,3,"At Risk"
"17350",8,"4","1281.32",5,4,4,"Champions"
"17351",36,"4","720.90",4,4,3,"Loyal Customers"
"17352",696,"1","36.25",1,2,1,"Lost Customers"
"17353",129,"2","1740.00",2,3,4,"At Risk"
"17354",50,"1","1393.06",3,1,4,"Promising"
"17355",386,"1","273.31",1,2,2,"Lost Customers"
"17356",311,"2","479.80",1,3,2,"At Risk"
"17357",24,"2","384.39",4,3,2,"Loyal Customers"
"17358",303,"3","624.51",1,3,3,"At Risk"
"17359",11,"1","127.86",5,2,1,"New Customers"
"17360",17,"5","965.58",4,4,3,"Loyal Customers"
"17361",49,"3","488.20",3,3,2,"Loyal Customers"
"17362",239,"3","463.33",2,3,2,"At Risk"
"17364",0,"17","6882.68",5,5,5,"Champions"
"17365",12,"10","5031.39",5,5,5,"Champions"
"17367",238,"1","167.55",2,1,1,"Lost Customers"
"17368",23,"12","2360.37",4,5,5,"Champions"
"17370",72,"4","446.18",3,4,2,"Loyal Customers"
"17371",17,"5","572.69",4,4,3,"Loyal Customers"
"17372",40,"13","2147.37",3,5,4,"Loyal Customers"
"17373",40,"4","646.92",3,4,3,"Loyal Customers"
"17374",218,"2","495.77",2,3,2,"At Risk"
"17375",199,"3","400.10",2,3,2,"At Risk"
"17376",70,"2","203.20",3,2,1,"Promising"
"17377",23,"31","8946.46",4,5,5,"Champions"
"17378",374,"1","10.95",1,1,1,"Lost Customers"
"17379",11,"1","389.72",5,2,2,"New Customers"
"17381",8,"29","20275.61",5,5,5,"Champions"
"17382",65,"1","65.40",3,1,1,"Promising"
"17383",4,"1","193.39",5,1,1,"New Customers"
"17384",19,"2","336.40",4,3,2,"Loyal Customers"
"17385",14,"1","256.11",5,2,2,"New Customers"
"17386",7,"7","2812.77",5,5,5,"Champions"
"17387",19,"2","746.81",4,2,3,"New Customers"
"17388",77,"5","1488.52",3,4,4,"Loyal Customers"
"17389",0,"40","38779.32",5,5,5,"Champions"
"17391",163,"2","508.80",2,3,3,"At Risk"
"17392",306,"2","417.27",1,3,2,"At Risk"
"17394",219,"1","203.87",2,1,1,"Lost Customers"
"17396",39,"8","7330.80",3,5,5,"Loyal Customers"
"17397",22,"2","681.41",4,3,3,"Loyal Customers"
"17398",114,"3","653.38",2,3,3,"At Risk"
"17400",126,"6","2897.14",2,5,5,"At Risk"
"17402",4,"17","3392.97",5,5,5,"Champions"
"17403",36,"1","263.92",4,2,2,"New Customers"
"17404",4,"17","33285.27",5,5,5,"Champions"
"17405",1,"3","1031.41",5,3,4,"Loyal Customers"
"17406",333,"4","2591.12",1,4,5,"At Risk"
"17408",163,"1","32.65",2,2,1,"Lost Customers"
"17409",184,"3","1671.49",2,4,4,"At Risk"
"17410",16,"5","1214.72",4,4,4,"Champions"
"17411",12,"5","1425.38",5,4,4,"Champions"
"17412",2,"11","2597.03",5,5,5,"Champions"
"17414",43,"3","1017.68",3,3,4,"Loyal Customers"
"17415",79,"1","507.84",3,1,3,"Promising"
"17416",29,"8","7552.82",4,5,5,"Champions"
"17418",42,"3","670.06",3,3,3,"Loyal Customers"
"17419",11,"13","4659.51",5,5,5,"Champions"
"17420",50,"4","742.83",3,4,3,"Loyal Customers"
"17421",386,"2","595.55",1,3,3,"At Risk"
"17422",16,"7","2272.19",4,5,5,"Champions"
"17423",46,"2","698.41",3,3,3,"Loyal Customers"
"17425",19,"2","759.17",4,2,3,"New Customers"
"17426",8,"6","5037.26",5,5,5,"Champions"
"17427",71,"1","100.80",3,1,1,"Promising"
"17428",0,"35","21456.23",5,5,5,"Champions"
"17429",128,"3","524.92",2,3,3,"At Risk"
"17430",32,"3","411.77",4,3,2,"Loyal Customers"
"17431",313,"1","403.30",1,2,2,"Lost Customers"
"17432",18,"4","650.58",4,4,3,"Loyal Customers"
"17433",88,"2","569.96",3,3,3,"Loyal Customers"
"17434",2,"7","2373.82",5,5,5,"Champions"
"17436",1,"3","292.80",5,3,2,"Loyal Customers"
"17438",253,"1","388.45",1,2,2,"Lost Customers"
"17440",156,"3","186.42",2,3,1,"At Risk"
"17441",732,"1","293.35",1,2,2,"Lost Customers"
"17442",36,"7","2518.66",4,5,5,"Champions"
"17443",219,"1","534.24",2,1,3,"Lost Customers"
"17444",147,"3","2940.04",2,4,5,"At Risk"
"17446",176,"2","120.90",2,2,1,"Lost Customers"
"17447",40,"2","541.53",3,3,3,"Loyal Customers"
"17449",2,"9","3351.45",5,5,5,"Champions"
"17450",8,"46","194390.79",5,5,5,"Champions"
"17451",1,"7","1721.40",5,5,4,"Champions"
"17453",17,"2","486.72",4,3,2,"Loyal Customers"
"17454",192,"5","676.43",2,4,3,"At Risk"
"17455",203,"1","131.70",2,2,1,"Lost Customers"
"17456",365,"1","249.86",1,1,1,"Lost Customers"
"17457",126,"8","3609.46",2,5,5,"At Risk"
"17458",15,"2","529.58",5,3,3,"Loyal Customers"
"17459",43,"2","657.30",3,3,3,"Loyal Customers"
"17460",94,"7","738.83",2,5,3,"At Risk"
"17461",22,"3","735.82",4,3,3,"Loyal Customers"
"17462",60,"2","675.69",3,3,3,"Loyal Customers"
"17463",16,"5","1875.86",4,4,4,"Champions"
"17464",158,"1","289.96",2,2,2,"Lost Customers"
"17465",736,"2","408.37",1,3,2,"At Risk"
"17466",10,"2","763.28",5,2,3,"New Customers"
"17468",10,"3","194.80",5,3,1,"Loyal Customers"
"17469",16,"7","2580.75",4,5,5,"Champions"
"17470",44,"5","1125.07",3,4,4,"Loyal Customers"
"17472",191,"3","697.54",2,3,3,"At Risk"
"17475",79,"1","194.37",3,1,1,"Promising"
"17476",737,"1","260.36",1,2,2,"Lost Customers"
"17480",77,"1","511.82",3,1,3,"Promising"
"17481",3,"4","1255.59",5,4,4,"Champions"
"17483",65,"3","414.04",3,3,2,"Loyal Customers"
"17486",261,"1","396.87",1,2,2,"Lost Customers"
"17487",728,"1","160.55",1,1,1,"Lost Customers"
"17489",58,"2","376.64",3,3,2,"Loyal Customers"
"17490",0,"8","2397.36",5,5,5,"Champions"
"17491",1,"12","4000.71",5,5,5,"Champions"
"17492",248,"1","374.57",2,2,2,"Lost Customers"
"17493",385,"1","100.91",1,1,1,"Lost Customers"
"17495",7,"3","806.72",5,3,3,"Loyal Customers"
"17496",358,"2","625.71",1,3,3,"At Risk"
"17497",390,"1","82.65",1,1,1,"Lost Customers"
"17498",75,"1","272.22",3,2,2,"Promising"
"17499",289,"1","622.88",1,1,3,"Lost Customers"
"17500",17,"3","1138.00",4,3,4,"Loyal Customers"
"17501",220,"2","288.60",2,2,2,"Lost Customers"
